Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
5CD020D8RF,T20220913.0524,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Waiting Repair,,School District of Monona Grove,0.00,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:57 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1WY6M4,T20220913.0525,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Edgerton,0.00,Edgerton - ADP - Lenovo 100e G2,Low,09/13/2022 01:58 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2QEEKD,T20220913.0526,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Repaired,"Rademan, Zachary (primary)",School District of Bradley Bourbonnais 307,0.75,Bradley - ADP - Lenovo 100e G2 N4020,Low,09/13/2022 02:04 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
P204KB20,T20220913.0527,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Pickup,,School District of St. Croix Central,0.00,St. Croix - ADP - Lenovo 100e G2 - 21-22,Low,09/13/2022 02:08 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1WM46Y,T20220913.0528,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Saniter, Tanner (primary)",School District of Yorkville,0.50,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
BWZYH93,T20220913.0529,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,In Progress,"Palicka, Curtis (primary)",School District of Yorkville,0.58,Yorkville - ADP - Dell 3100,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1WLXQW,T20220913.0530,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Saniter, Tanner (primary)",School District of Yorkville,0.50,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1WLXL4,T20220913.0531,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Zera, Austin (primary)",School District of Yorkville,0.50,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1WM1YP,T20220913.0532,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Yorkville,0.00,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1WLVJQ,T20220913.0533,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Peterson, William (primary)",School District of Yorkville,0.50,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:13 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
L9NXCV155187392,T20220913.0534,Asus C214MA Chromebook,Asus C214MA Chromebook,Waiting Repair,,School District of Alsip-Hazlgrn-Oaklawn 126,0.00,Alsip - ADP - Asus C214 - NO DED - 22-23,Low,09/13/2022 02:16 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGPZAA001807007FD7600,T20220913.0535,Acer Spin R751T-C4XP Chromebook,Acer Spin R751T-C4XP Chromebook,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R751T - NO DED - 22-23,Low,09/13/2022 02:17 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
1FLKRK3,T20220913.0536,Dell 3100 N4020 2-in-1 - 4GB/32GB - Single Camera,Dell 3100 N4020 2-in-1 - 4GB/32GB - Single Camera,Waiting Pickup,,School District of Dixon 170,0.00,Dixon - ADP - Dell 3100 - NO DED,Low,09/13/2022 02:18 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001104091EA7600,T20220913.0537,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Genoa City Joint #2,0.33,Genoa - ADP - Acer C722,Low,09/13/2022 02:22 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001104091977600,T20220913.0538,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Genoa City Joint #2,0.00,Genoa - ADP - Acer C722,Low,09/13/2022 02:22 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001104091CB7600,T20220913.0539,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,"Julsrud, Matthew (primary)",School District of Genoa City Joint #2,0.00,Genoa - ADP - Acer C722,Low,09/13/2022 02:22 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P2061ELH,T20220913.0540,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 02:26 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
7CT21X2,T20220913.0541,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of West Chicago 94,0.00,West Chicago 94 - ADP - Dell 3100 - NO DED,Low,09/13/2022 02:29 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1WLVJ8,T20220913.0542,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"York, Brenan (primary)",School District of Yorkville,1.17,Yorkville - ADP - Lenovo 100e G2,Low,09/13/2022 02:30 PM,09/26/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA0010210FD507600,T20220913.0543,Acer C871-C85K,Acer C871-C85K,Waiting Repair,,School District of Wilmot,0.00,Wilmot - ADP - Acer C871-C85K,Low,09/13/2022 02:31 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VWK3,T20220913.0544,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 02:32 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VWHB,T20220913.0545,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 02:32 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00604328D067611,T20220913.0546,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/13/2022 02:32 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1T69SC,T20220913.0547,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Pickup,,School District of Riverdale 100,0.00,Riverdale - ADP - Lenovo 100e G2,Low,09/13/2022 02:34 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1T6684,T20220913.0548,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Complete,"Ostling, Nicholas (primary)",School District of Riverdale 100,0.00,Riverdale - ADP - Lenovo 100e G2,Low,09/13/2022 02:37 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
MP1T663X,T20220913.0549,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Complete,"Ostling, Nicholas (primary)",School District of Riverdale 100,0.00,Riverdale - ADP - Lenovo 100e G2,Low,09/13/2022 02:38 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Administration
FLB7M63,T20220913.0550,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Repair,,School District of Peotone 207U,0.00,Peotone - ADP - Dell 3100 - 21-22,Low,09/13/2022 02:39 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9175F94,T20220913.0551,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Waupun,0.00,Waupun - ADP - HP 11 G7 EE - TH,Low,09/13/2022 02:40 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2PBTKF,T20220913.0552,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"York, Brenan (primary)",School District of Beloit,0.42,Beloit - ADP - Lenovo 300e G2 - SIS + Loss/Theft - NO DED - Batt Included,Low,09/13/2022 02:40 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA0011153C47A7600,T20220913.0553,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"Yan, Jerry (primary)",School District of New Glarus,0.25,New Glarus - ADP - Acer C722,Low,09/13/2022 02:40 PM,09/26/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2SJ7XT,T20220913.0554,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/13/2022 02:42 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNZAA002910106337600,T20220913.0555,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Repaired,"Duchac, Noelle (primary) | Kalbouneh, Tareq",School District of Evanston Township 202,1.00,Evanston - ADP - Acer C771,Low,09/13/2022 02:42 PM,09/26/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2PCCC8,T20220913.0556,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Yan, Jerry (primary)",School District of Beloit,0.25,Beloit - ADP - Lenovo 300e G2 - SIS + Loss/Theft - NO DED - Batt Included,Low,09/13/2022 02:44 PM,09/26/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2PFTCK,T20220913.0557,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/13/2022 02:45 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2PCME8,T20220913.0558,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Repair,,School District of Beloit,0.00,Beloit - ADP - Lenovo 300e G2 - SIS + Loss/Theft - NO DED - Batt Included,Low,09/13/2022 02:45 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2PCLBQ,T20220913.0559,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"Guerrero, Saul (primary)",School District of Beloit,0.67,Beloit - ADP - Lenovo 300e G2 - SIS + Loss/Theft - NO DED - Batt Included,Low,09/13/2022 02:46 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060140F6A37600,T20220913.0560,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Palicka, Curtis (primary)",School District of Oshkosh,0.58,Oshkosh - ADP - Acer C733,Low,09/13/2022 02:49 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CG0161PHG,T20220913.0561,HP Elitebook 840 G6 i5-8265U - 8GB/256GB,HP Elitebook 840 G6 i5-8265U - 8GB/256GB,Waiting Repair,"Nikolau, Lukas (primary)",School District of Batavia 101,0.00,Batavia - MFG - Elitebook 840 G6,Low,09/13/2022 02:49 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P204E3MX,T20220913.0562,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Pickup,,School District of Eaton Community,0.00,Eaton - ADP - Lenovo 100e Gen 2 MTK,Low,09/13/2022 02:49 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0100B0J,T20220913.0563,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Fox Point-Bayside,0.00,Fox Point - ADP - HP 11 G8 EE - $100,Low,09/13/2022 02:51 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0010522247D7600,T20220913.0564,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Riverside-Brookfield 208,0.00,Riverside - ADP - Acer C722,Low,09/13/2022 02:52 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1070D38,T20220913.0565,HP 11 G8 EE N4000 - 4GB/32GB,HP 11 G8 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of Tri County Area,0.00,Tri County - ADP - HP 11 G8 EE N4020 - $100,Low,09/13/2022 02:53 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P205WZ1K,T20220913.0566,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Repair,,School District of Elmhurst 205,0.00,Elmhurst - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 02:54 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
CVB41G2,T20220913.0567,Dell 3180 Chromebook,Dell 3180 Chromebook,Waiting Verification,"Wardeh, Abdu (primary)",School District of Rich Township 227,0.83,Rich Township - ADP - Dell 3180 - T&L - 22-23,Low,09/13/2022 02:56 PM,09/27/2022 06:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
P204Q167,T20220913.0568,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Lenovo 100e Gen 2 - 22-23,Low,09/13/2022 02:57 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
9ZRT4N3,T20220913.0569,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Dell 3100 N4020 - 4GB/32GB - 2 USB Port - 2022,Waiting Repair,,School District of Cook County 130,0.00,Cook County - ADP - Dell 3100,Low,09/13/2022 02:57 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
M8NXCV12944533G,T20220913.0570,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Waiting Repair,,School District of Oshkosh,0.00,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/13/2022 02:57 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNZAA0029100C1717600,T20220913.0571,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Repaired,"Fera, Anthony (primary)",School District of Evanston Township 202,1.67,Evanston - ADP w/T&L - Acer C771,Low,09/13/2022 02:57 PM,09/26/2022 11:00 PM,1.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8363D5Q,T20220913.0572,HP Chromebook 11 G6 EE 4GB/16GB,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Gramoll, Brady (primary)",School District of Center Cass,1.25,Center Cass - ADP - HP 11 G6 EE - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001053094CA7600,T20220913.0573,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Center Cass,0.33,Center Cass - ADP - Acer C722 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHBNAA00191410D837600,T20220913.0574,Acer C721-25AS A4 - 4GB/32GB,Acer C721-25AS A4 - 4GB/32GB,Repaired,"Peterson, William (primary)",School District of Center Cass,0.50,Center Cass - ADP - Acer C721 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD145559M,T20220913.0575,HP 14 G6 N4020 - 4GB/32GB,HP 14 G6 N4020 - 4GB/32GB,Repaired,"Guerrero, Saul (primary)",School District of Donovan CUSD 3,0.50,Donovan - ADP - HP 14 G6,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060383F3427611,T20220913.0576,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Fera, Anthony (primary)",School District of Center Cass,1.25,Center Cass - ADP - Acer C733 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD824133S,T20220913.0577,HP Chromebook 11 G5 EE,HP Chromebook 11 G5 EE,Waiting Repair,,School District of Center Cass,0.00,Center Cass - ADP - HP 11 G5 EE - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0010530946D7600,T20220913.0578,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Center Cass,0.33,Center Cass - ADP - Acer C722 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD824134F,T20220913.0579,HP Chromebook 11 G5 EE,HP Chromebook 11 G5 EE,Waiting Pickup,,School District of Center Cass,0.00,Center Cass - ADP - HP 11 G5 EE - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001104091A47600,T20220913.0580,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Center Cass,0.42,Center Cass - ADP - Acer C722 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060383F1C87611,T20220913.0581,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Fera, Anthony (primary)",School District of Center Cass,0.92,Center Cass - ADP - Acer C733 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060383EE9A7611,T20220913.0582,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Fera, Anthony (primary)",School District of Center Cass,0.75,Center Cass - ADP - Acer C733 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA00110409D197600,T20220913.0583,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"Eslit, Arnd (primary)",School District of Center Cass,0.58,Center Cass - ADP - Acer C722 - 22-23,Low,09/13/2022 03:00 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8243R7Q,T20220913.0584,HP Chromebook 11 G5 EE,HP Chromebook 11 G5 EE,Waiting Repair,,School District of Center Cass,0.00,Center Cass - ADP - HP 11 G5 EE - 22-23,Low,09/13/2022 03:01 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA001053094B87600,T20220913.0585,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of Center Cass,0.33,Center Cass - ADP - Acer C722 - 22-23,Low,09/13/2022 03:01 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060383F2A57611,T20220913.0586,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Palicka, Curtis (primary)",School District of Center Cass,0.75,Center Cass - ADP - Acer C733 - 22-23,Low,09/13/2022 03:01 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
PF25WRQK,T20220913.0587,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Repair,,School District of Oregon,0.00,Oregon - ADP - Lenovo 300e G2 - $100,Low,09/13/2022 03:07 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P208TWGD,T20220913.0588,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Repaired,"York, Brenan (primary)",School District of Oregon,0.67,Oregon - ADP - Lenovo 300e G2 - $100,Low,09/13/2022 03:07 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
L6NXCV20W67926A,T20220913.0589,Asus C204 EE N4000 - 4GB/32GB,Asus C204 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of Jersey 100,0.00,Jersey - ADP - Asus C204,Low,09/13/2022 03:08 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1083WG2,T20220913.0590,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Stoughton,0.00,Stoughton - ADP - HP 11 G8 EE,Low,09/13/2022 03:11 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1086Z8G,T20220913.0591,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Stoughton,0.00,Stoughton - ADP - HP 11 G8 EE,Low,09/13/2022 03:11 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD112CXJD,T20220913.0592,HP 11a G8 EE A4 - 4GB/32GB,HP 11a G8 EE A4 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Quakertown Community,0.00,Quakertown - ADP - HP 11A G8 EE - 21-22,Low,09/13/2022 03:12 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD112CXG8,T20220913.0593,HP 11a G8 EE A4 - 4GB/32GB,HP 11a G8 EE A4 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Quakertown Community,0.00,Quakertown - ADP - HP 11A G8 EE - 21-22,Low,09/13/2022 03:15 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002016164217600,T20220913.0594,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/13/2022 03:15 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2W1C14,T20220913.0595,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Lenovo 500e Gen 2 N4120 - 4GB/32GB,Repaired,"York, Laquell (primary)",School District of Township High School 113,0.67,Township 113 - ADP - Lenovo 500e Gen 2 - No Ded,Low,09/13/2022 03:24 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
MP200HLG,T20220913.0596,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Pickup,,School District of Belleville Township 201,0.00,Belleville 201 - ADP - Lenovo 100e Gen 2,Low,09/13/2022 03:28 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1086WB5,T20220913.0597,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Monona Grove,0.58,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 03:29 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD1262PZZ,T20220913.0598,HP 11 G8 EE N4020 - 4GB/32GB - No SD Reader,HP 11 G8 EE N4020 - 4GB/32GB - No SD Reader,Waiting Repair,,School District of Monona Grove,0.00,Monona - ADP - HP 11 G8 EE,Low,09/13/2022 03:29 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9232LYK,T20220913.0599,HP Chromebook 11 G6 EE 4GB/32GB,HP Chromebook 11 G6 EE 4GB/32GB,Repaired,"Riberdy, Jacob (primary) | Sanchez, Rolando",School District of Monona Grove,1.50,Monona Grove - ADP - HP 11 G6 EE - TH,Low,09/13/2022 03:29 PM,09/26/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9232LH4,T20220913.0600,HP Chromebook 11 G6 EE 4GB/32GB,HP Chromebook 11 G6 EE 4GB/32GB,Waiting Repair,,School District of Monona Grove,0.00,Monona Grove - ADP - HP 11 G6 EE - TH,Low,09/13/2022 03:29 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
